gene	spearman	p	q
ZBTB8OS	0.512709	<5.33E-54	<9.64E-54
TMCC3	0.512697	<5.33E-54	<9.64E-54
PPIL2	0.51259	<5.33E-54	<9.64E-54
SUMF2	0.512578	<5.33E-54	<9.64E-54
PFAS	0.512551	<5.33E-54	<9.64E-54
WBP11	0.512348	<5.33E-54	<9.64E-54
AAMDC	0.512264	<5.33E-54	<9.64E-54
TAX1BP1	0.512154	<5.33E-54	<9.64E-54
SNAP23	0.512097	<5.33E-54	<9.64E-54
CDKN2AIP	0.512064	<5.33E-54	<9.64E-54
VAPB	0.511927	<5.33E-54	<9.64E-54
KPNA3	0.511673	<5.33E-54	<9.64E-54
ANKRD44	0.511539	<5.33E-54	<9.64E-54
PUS1	0.51147	<5.33E-54	<9.64E-54
ERC1	0.511419	<5.33E-54	<9.64E-54
CHKB	0.511348	<5.33E-54	<9.64E-54
AP1S2	0.511228	<5.33E-54	<9.64E-54
ATP5S	0.511127	<5.33E-54	<9.64E-54
OGFOD2	0.511103	<5.33E-54	<9.64E-54
HNRNPUL1	0.510998	<5.33E-54	<9.64E-54
ESYT1	0.510971	<5.33E-54	<9.64E-54
QKI	0.510849	<5.33E-54	<9.64E-54
GOLGA3	0.510757	<5.33E-54	<9.64E-54
WNK1	0.510718	<5.33E-54	<9.64E-54
FGL2	0.510694	<5.33E-54	<9.64E-54
INTS7	0.510539	<5.33E-54	<9.64E-54
PID1	0.510398	<5.33E-54	<9.64E-54
PMF1	0.510395	<5.33E-54	<9.64E-54
MANBA	0.510118	<5.33E-54	<9.64E-54
NUP153	0.509971	<5.33E-54	<9.64E-54
S100A9	0.509724	<5.33E-54	<9.64E-54
SERPINA3	0.509706	<5.33E-54	<9.64E-54
POGLUT1	0.509518	<5.33E-54	<9.64E-54
ARHGDIA	0.509503	<5.33E-54	<9.64E-54
CDC27	0.509473	<5.33E-54	<9.64E-54
PHPT1	0.509324	<5.33E-54	<9.64E-54
TOR1A	0.50927	<5.33E-54	<9.64E-54
RFC2	0.509228	<5.33E-54	<9.64E-54
PCBD2	0.509118	<5.33E-54	<9.64E-54
AFTPH	0.509112	<5.33E-54	<9.64E-54
MRPL46	0.508914	<5.33E-54	<9.64E-54
RANBP1	0.508909	<5.33E-54	<9.64E-54
AKAP10	0.508798	<5.33E-54	<9.64E-54
MYH9	0.508703	<5.33E-54	<9.64E-54
B4GALT1	0.50864	<5.33E-54	<9.64E-54
SLC35A2	0.508571	<5.33E-54	<9.64E-54
ARL5A	0.508422	<5.33E-54	<9.64E-54
DRG2	0.508362	<5.33E-54	<9.64E-54
FAM126A	0.508255	<5.33E-54	<9.64E-54
GMFB	0.508174	<5.33E-54	<9.64E-54
ERI3	0.508094	<5.33E-54	<9.64E-54
NT5DC1	0.507917	<5.33E-54	<9.64E-54
MMP15	0.507908	<5.33E-54	<9.64E-54
APOL1	0.50789	<5.33E-54	<9.64E-54
TMEM161B	0.507744	<5.33E-54	<9.64E-54
HELZ	0.507726	<5.33E-54	<9.64E-54
PCOLCE	0.507553	<5.33E-54	<9.64E-54
C1QA	0.507398	<5.33E-54	<9.64E-54
STAM2	0.507111	2.56e-13	4.53e-13
FUNDC2	0.507067	3.07e-13	5.44e-13
CHUK	0.507034	3.44e-13	6.1e-13
TRAFD1	0.506971	4.17e-13	7.38e-13
ITGA7	0.506923	4.72e-13	8.36e-13
ANAPC7	0.506858	5.49e-13	9.72e-13
IRF2BP1	0.506765	6.59e-13	1.17e-12
WIPI2	0.506568	8.97e-13	1.59e-12
HMCES	0.506308	1.22e-12	2.16e-12
DNAJC3	0.506201	1.36e-12	2.4e-12
PRKAB1	0.506147	1.43e-12	2.52e-12
DENND4A	0.506048	1.56e-12	2.75e-12
LUZP1	0.505974	1.66e-12	2.93e-12
FAM136A	0.505878	1.79e-12	3.15e-12
NAA25	0.50578	1.92e-12	3.39e-12
QSOX2	0.505699	2.03e-12	3.58e-12
HSP90AB1	0.505589	2.19e-12	3.85e-12
SMARCA4	0.505419	2.43e-12	4.28e-12
HRG	0.50535	2.53e-12	4.45e-12
GSPT1	0.505341	2.54e-12	4.47e-12
MAP2K2	0.505308	2.59e-12	4.56e-12
SDF4	0.505225	2.71e-12	4.77e-12
NUCKS1	0.505195	2.75e-12	4.85e-12
FAF2	0.505117	2.87e-12	5.05e-12
PRRC2A	0.504971	3.09e-12	5.44e-12
ARHGAP42	0.504863	3.26e-12	5.72e-12
CHD8	0.50486	3.26e-12	5.73e-12
COL6A1	0.504741	3.45e-12	6.05e-12
GBA	0.504714	3.49e-12	6.13e-12
PPID	0.504651	3.59e-12	6.3e-12
B3GALT6	0.504592	3.69e-12	6.47e-12
NR2F6	0.504466	3.89e-12	6.82e-12
DENND1A	0.504362	4.06e-12	7.12e-12
CISD2	0.50426	4.23e-12	7.42e-12
SMG7	0.504149	1.25e-11	2.16e-11
NCDN	0.504084	4.53e-12	7.94e-12
UQCRC2	0.504081	4.54e-12	7.95e-12
USP25	0.504069	4.56e-12	7.98e-12
TRA2B	0.503759	5.1e-12	8.93e-12
SND1	0.503744	5.13e-12	8.98e-12
MYCBP	0.50369	5.23e-12	9.15e-12
GCA	0.503666	5.27e-12	9.22e-12
TRMT11	0.503526	5.53e-12	9.67e-12
DLGAP4	0.503493	5.59e-12	9.77e-12
PYCR2	0.503347	5.86e-12	1.02e-11
ZNF22	0.503233	6.08e-12	1.06e-11
HSPA14	0.503012	6.51e-12	1.14e-11
NUP214	0.503	6.53e-12	1.14e-11
OSBPL9	0.502991	6.55e-12	1.14e-11
ZFYVE16	0.502982	6.57e-12	1.15e-11
LMTK2	0.502794	6.95e-12	1.21e-11
ANKFY1	0.502788	6.96e-12	1.21e-11
NUP133	0.502663	7.22e-12	1.26e-11
GLB1	0.502573	7.4e-12	1.29e-11
BOLA3	0.502487	7.58e-12	1.32e-11
STAM	0.502439	7.69e-12	1.34e-11
ALS2	0.502421	7.72e-12	1.35e-11
XRCC4	0.502335	7.91e-12	1.38e-11
NID2	0.502311	7.96e-12	1.39e-11
CUL2	0.501911	8.85e-12	1.54e-11
TBC1D22A	0.501899	8.87e-12	1.54e-11
SCLY	0.501869	8.94e-12	1.56e-11
NRBF2	0.501746	9.22e-12	1.6e-11
SLC25A40	0.501672	9.4e-12	1.63e-11
TGOLN2	0.50163	9.5e-12	1.65e-11
CLN5	0.501523	1.65e-11	2.85e-11
RNF113A	0.501514	9.77e-12	1.7e-11
MAP3K11	0.501502	9.8e-12	1.7e-11
WDR75	0.501385	1.01e-11	1.75e-11
EP300	0.501176	1.06e-11	1.84e-11
ESF1	0.500851	1.14e-11	1.98e-11
RPS6KA3	0.500469	1.24e-11	2.16e-11
DDX46	0.500448	1.25e-11	2.17e-11
RFC3	0.500302	1.29e-11	2.24e-11
FAM192A	0.500242	1.31e-11	2.26e-11
PEX1	0.500081	1.35e-11	2.34e-11
SYNGR2	0.500081	1.35e-11	2.34e-11
MPDU1	0.499958	1.39e-11	2.4e-11
STAMBP	0.499678	1.47e-11	2.54e-11
STX4	0.49966	1.47e-11	2.55e-11
AARSD1	0.499636	1.48e-11	2.56e-11
TANGO2	0.499609	1.49e-11	2.58e-11
B3GAT3	0.499531	1.51e-11	2.62e-11
CRBN	0.499361	1.56e-11	2.71e-11
RBCK1	0.499239	1.6e-11	2.77e-11
TXNRD2	0.499203	1.61e-11	2.79e-11
CKB	0.499164	1.63e-11	2.81e-11
PDE12	0.499101	1.65e-11	2.84e-11
TARBP2	0.49906	1.66e-11	2.86e-11
CRELD2	0.499027	1.67e-11	2.88e-11
CNOT4	0.49888	1.72e-11	2.96e-11
TXNRD3	0.498573	1.82e-11	3.14e-11
PPP1R11	0.498343	1.9e-11	3.28e-11
GRK5	0.498277	1.92e-11	3.31e-11
ADAM10	0.498265	1.93e-11	3.32e-11
SH3BP5L	0.498158	1.97e-11	3.39e-11
ZC3H15	0.498021	2.01e-11	3.47e-11
SEC23IP	0.498012	2.02e-11	3.47e-11
METAP1	0.497907	2.06e-11	3.54e-11
PDCD5	0.497883	2.06e-11	3.55e-11
MGMT	0.497803	2.09e-11	3.6e-11
ZNF384	0.497436	2.23e-11	3.84e-11
ZNF207	0.49743	2.24e-11	3.84e-11
S100A10	0.497361	2.26e-11	3.89e-11
ST7	0.497358	2.26e-11	3.89e-11
SLC33A1	0.497343	2.27e-11	3.9e-11
CFL1	0.497298	2.29e-11	3.93e-11
PHACTR4	0.49725	2.31e-11	3.96e-11
RAD21	0.497158	2.34e-11	4.02e-11
ZNFX1	0.497015	2.4e-11	4.12e-11
CCS	0.49691	2.44e-11	4.19e-11
PPFIA1	0.496698	2.53e-11	4.34e-11
TMEM222	0.496573	2.59e-11	4.43e-11
SFPQ	0.496417	2.65e-11	4.55e-11
PLXNB1	0.496247	2.73e-11	4.67e-11
ABCD4	0.495898	2.89e-11	4.94e-11
SNRPB	0.495895	2.89e-11	4.94e-11
HEXIM1	0.495841	2.9100000000000002e-11	4.99e-11
NUDT16L1	0.495704	2.98e-11	5.09e-11
TECR	0.495692	2.98e-11	5.1e-11
QTRT1	0.495674	2.99e-11	5.12e-11
CALR	0.495591	3.03e-11	5.18e-11
EFTUD2	0.495528	3.06e-11	5.23e-11
RBFOX2	0.49542	3.11e-11	5.32e-11
ARHGEF18	0.495256	3.19e-11	5.46e-11
ISG20L2	0.495125	3.26e-11	5.57e-11
PTCD1	0.494898	3.37e-11	5.76e-11
S100A8	0.494827	3.36e-11	5.74e-11
ARFGEF2	0.494653	3.5e-11	5.98e-11
SF3B4	0.494375	3.65e-11	6.23e-11
UPF3B	0.494181	3.76e-11	6.41e-11
GNPDA2	0.494155	3.77e-11	6.44e-11
RALGAPA1	0.494119	3.79e-11	6.47e-11
PXK	0.493957	3.89e-11	6.62e-11
LSM1	0.493934	3.9e-11	6.65e-11
BTD	0.49391	3.91e-11	6.67e-11
CSNK2A1	0.493743	4.01e-11	6.83e-11
TIMM44	0.49334	4.25e-11	7.24e-11
IFI35	0.493107	4.4e-11	7.48e-11
BZW1	0.493086	4.41e-11	7.5e-11
TBL2	0.492963	4.49e-11	7.63e-11
ATP13A1	0.492916	4.52e-11	7.68e-11
NDE1	0.49282	4.58e-11	7.78e-11
SNTA1	0.492722	4.64e-11	7.89e-11
DNAJC2	0.492626	4.71e-11	8e-11
MT2A	0.492521	4.78e-11	8.11e-11
LONP1	0.492468	4.81e-11	8.17e-11
ZC3H14	0.492429	4.84e-11	8.21e-11
TRIM32	0.49231	4.92e-11	8.35e-11
ANXA3	0.492127	4.45e-11	7.58e-11
OSGEPL1	0.492044	5.1e-11	8.66e-11
MARS	0.491996	5.14e-11	8.71e-11
FOXO1	0.491778	5.29e-11	8.98e-11
HSP90B1	0.491736	5.32e-11	9.03e-11
NENF	0.491659	5.38e-11	9.12e-11
SHOC2	0.491617	5.41e-11	9.17e-11
FXR2	0.491581	5.44e-11	9.21e-11
ADIPOR2	0.491575	5.44e-11	9.22e-11
ZFYVE26	0.491459	5.53e-11	9.36e-11
GNAI1	0.49139	5.58e-11	9.45e-11
USP30	0.491363	5.6e-11	9.48e-11
MTHFR	0.491274	5.67e-11	9.59e-11
SZRD1	0.491121	5.79e-11	9.79e-11
SUGP2	0.491118	5.79e-11	9.79e-11
SYNCRIP	0.490888	5.97e-11	1.01e-10
PATL1	0.490745	6.08e-11	1.03e-10
EIF4G1	0.490518	6.27e-11	1.06e-10
THUMPD3	0.490202	6.54e-11	1.1e-10
BRD2	0.490157	6.57e-11	1.11e-10
RBM12B	0.490106	6.62e-11	1.12e-10
NDUFAF7	0.490056	6.66e-11	1.12e-10
TRMT10C	0.490011	6.7e-11	1.13e-10
CTNND1	0.489975	6.73e-11	1.14e-10
IWS1	0.489802	6.89e-11	1.16e-10
UBE2H	0.489799	6.89e-11	1.16e-10
FMNL3	0.489766	6.92e-11	1.17e-10
QRICH1	0.489661	7.01e-11	1.18e-10
TPI1	0.489605	7.06e-11	1.19e-10
PTPN23	0.489243	7.4e-11	1.25e-10
GPX1	0.489115	7.52e-11	1.27e-10
FASTKD2	0.489082	7.55e-11	1.27e-10
HSCB	0.488909	7.72e-11	1.3e-10
GPR89B	0.4889	7.73e-11	1.3e-10
MSTO1	0.488709	7.92e-11	1.33e-10
ELMSAN1	0.488628	8e-11	1.34e-10
TMX1	0.48836	8.27e-11	1.39e-10
RBM10	0.488312	8.32e-11	1.4e-10
LTA4H	0.488148	8.5e-11	1.43e-10
OCIAD1	0.488013	8.64e-11	1.45e-10
HDDC3	0.487966	8.69e-11	1.46e-10
ANKRD54	0.487876	8.79e-11	1.47e-10
KIF1B	0.487685	9e-11	1.51e-10
MIOS	0.487625	9.07e-11	1.52e-10
RAB8B	0.487619	9.07e-11	1.52e-10
MKRN2	0.487306	9.43e-11	1.58e-10
HNRNPR	0.48724	9.5e-11	1.59e-10
HEATR6	0.487234	9.51e-11	1.59e-10
HDLBP	0.486921	9.88e-11	1.65e-10
BNIP3	0.486721	1.01e-10	1.7e-10
NCSTN	0.486634	1.02e-10	1.71e-10
TRIO	0.486383	1.05e-10	1.76e-10
PAAF1	0.486336	1.06e-10	1.77e-10
APEH	0.486216	1.08e-10	1.8e-10
ATM	0.486112	1.09e-10	1.82e-10
C12orf10	0.485849	1.12e-10	1.88e-10
G3BP2	0.485697	1.14e-10	1.91e-10
SMG5	0.485682	1.15e-10	1.92e-10
GOLGA2	0.485655	1.15e-10	1.92e-10
NR3C1	0.485631	1.15e-10	1.93e-10
RASA2	0.485473	1.18e-10	1.96e-10
TSFM	0.485422	1.18e-10	1.97e-10
CYC1	0.485413	1.18e-10	1.98e-10
SBNO1	0.485228	1.21e-10	2.02e-10
GDPGP1	0.485094	1.23e-10	2.05e-10
FTSJ3	0.485088	1.23e-10	2.05e-10
AKAP12	0.485061	1.23e-10	2.06e-10
DOCK6	0.484974	1.25e-10	2.08e-10
HP1BP3	0.484918	1.25e-10	2.09e-10
CLEC4G	0.484864	9.39e-11	1.57e-10
AP3D1	0.484846	1.27e-10	2.11e-10
GCFC2	0.484556	1.31e-10	2.18e-10
RDH14	0.484488	1.32e-10	2.2e-10
ABI3	0.484324	1.34e-10	2.24e-10
NUBP1	0.484309	1.35e-10	2.24e-10
SHMT2	0.484225	1.36e-10	2.26e-10
RPE	0.484201	1.36e-10	2.27e-10
GATAD2A	0.484144	1.37e-10	2.28e-10
SARS2	0.48412	1.38e-10	2.29e-10
TBCA	0.484094	1.38e-10	2.29e-10
RASAL2	0.484016	1.39e-10	2.31e-10
AHSG	0.484007	1.39e-10	2.32e-10
CLPB	0.483962	1.4e-10	2.33e-10
PYGB	0.483923	1.41e-10	2.34e-10
CCDC124	0.483771	1.43e-10	2.38e-10
SCAP	0.483741	1.44e-10	2.39e-10
B4GALT7	0.483723	1.44e-10	2.39e-10
MRI1	0.483706	1.44e-10	2.39e-10
ISOC2	0.483428	1.49e-10	2.47e-10
PFDN1	0.483314	1.51e-10	2.5e-10
COL18A1	0.483297	1.51e-10	2.51e-10
RNF5	0.483288	1.51e-10	2.51e-10
UBE2Z	0.483088	1.55e-10	2.57e-10
MICALL2	0.483073	1.55e-10	2.57e-10
PABPC4	0.483064	1.55e-10	2.57e-10
PTGES2	0.482941	1.58e-10	2.61e-10
RBL2	0.482902	1.58e-10	2.62e-10
ARFGAP2	0.482893	1.58e-10	2.62e-10
SMAD4	0.482416	1.67e-10	2.76e-10
FARSB	0.482258	1.7e-10	2.81e-10
STIM2	0.482207	1.71e-10	2.83e-10
SUMF1	0.482168	1.72e-10	2.84e-10
MTSS1L	0.482099	1.73e-10	2.86e-10
SSBP1	0.481953	1.76e-10	2.91e-10
MORC2	0.481837	1.78e-10	2.94e-10
RNF185	0.48175	1.8e-10	2.97e-10
SHARPIN	0.481669	1.82e-10	3e-10
GRAMD4	0.481637	1.82e-10	3.01e-10
RAF1	0.481386	1.88e-10	3.09e-10
SURF4	0.481359	1.88e-10	3.1e-10
PRRC2C	0.481323	1.89e-10	3.11e-10
RPS6KA4	0.481308	1.89e-10	3.12e-10
BCKDHA	0.481299	1.89e-10	3.12e-10
ATXN2	0.481168	1.92e-10	3.16e-10
PACS2	0.481114	1.93e-10	3.18e-10
HNF1A	0.481087	1.94e-10	3.19e-10
TMED1	0.481078	1.94e-10	3.19e-10
TTC28	0.481057	1.95e-10	3.2e-10
RAB1A	0.480741	2.02e-10	3.31e-10
MPST	0.480562	2.06e-10	3.38e-10
NR2F2	0.480523	2.06e-10	3.39e-10
DOCK5	0.480508	2.07e-10	3.39e-10
MTMR14	0.48046	2.08e-10	3.41e-10
SREBF2	0.480442	2.08e-10	3.42e-10
DMTN	0.48035	2.1e-10	3.45e-10
CLCN7	0.480332	2.11e-10	3.46e-10
NOP56	0.480272	2.12e-10	3.48e-10
SCYL2	0.480195	2.14e-10	3.51e-10
COASY	0.480117	2.16e-10	3.54e-10
THG1L	0.480117	2.16e-10	3.54e-10
ACAD9	0.479998	2.19e-10	3.58e-10
PDE8A	0.479977	2.19e-10	3.59e-10
EXOG	0.479971	2.19e-10	3.59e-10
VRK2	0.479887	2.21e-10	3.62e-10
ERLEC1	0.479762	2.24e-10	3.67e-10
LTBP1	0.479448	2.32e-10	3.8e-10
G6PC	0.479392	2.33e-10	3.82e-10
PLA2G15	0.479293	2.36e-10	3.86e-10
DNAJB2	0.479272	2.36e-10	3.87e-10
ENDOG	0.479248	2.37e-10	3.87e-10
KNG1	0.47903	2.43e-10	3.96e-10
RASA1	0.479024	2.43e-10	3.97e-10
RARRES2	0.47898	2.44e-10	3.98e-10
EIF4A3	0.478977	2.44e-10	3.98e-10
MTFMT	0.478938	2.45e-10	4e-10
PDHA1	0.478905	2.46e-10	4.01e-10
PPTC7	0.47869	2.52e-10	4.11e-10
ALKBH7	0.478532	2.56e-10	4.18e-10
TAF15	0.478436	2.59e-10	4.22e-10
NOM1	0.478278	2.63e-10	4.29e-10
RANBP10	0.478081	2.69e-10	4.38e-10
SYVN1	0.478066	2.69e-10	4.38e-10
SFT2D3	0.477992	1.87e-10	3.08e-10
ECSIT	0.47795	2.73e-10	4.44e-10
SLC4A2	0.477902	2.74e-10	4.46e-10
ZYG11B	0.477842	2.76e-10	4.49e-10
SEC23A	0.477356	2.9e-10	4.72e-10
GYS1	0.477311	2e-10	3.29e-10
MED22	0.477158	2.96e-10	4.82e-10
MEF2D	0.477072	2.99e-10	4.86e-10
KIF2A	0.476815	3.07e-10	4.99e-10
PEX7	0.476561	3.16e-10	5.13e-10
TNPO2	0.476463	3.19e-10	5.18e-10
USP8	0.476451	3.19e-10	5.19e-10
ALG3	0.476397	3.21e-10	5.21e-10
DUS3L	0.476236	3.26e-10	5.3e-10
VAMP5	0.475899	3.38e-10	5.49e-10
MAMDC2	0.475602	2.37e-10	3.87e-10
PAIP1	0.475573	3.5e-10	5.68e-10
MALT1	0.475433	3.55e-10	5.76e-10
TM9SF3	0.475418	3.56e-10	5.77e-10
PDIA3	0.475403	3.56e-10	5.77e-10
SAFB	0.475197	3.64e-10	5.9e-10
RAB35	0.475048	3.69e-10	5.99e-10
HNF4A	0.474896	3.75e-10	6.08e-10
FRYL	0.47457	3.88e-10	6.28e-10
BRAP	0.474504	3.91e-10	6.33e-10
CFDP1	0.474281	4e-10	6.47e-10
NADK	0.474275	4e-10	6.47e-10
TOLLIP	0.474155	4.05e-10	6.55e-10
ERAL1	0.474092	4.08e-10	6.59e-10
FBXL18	0.473898	4.16e-10	6.72e-10
TYW5	0.473773	4.21e-10	6.81e-10
NAE1	0.473758	4.22e-10	6.82e-10
SLC25A25	0.473743	4.22e-10	6.82e-10
ASAH1	0.473692	4.25e-10	6.86e-10
FPGS	0.473689	4.25e-10	6.86e-10
SCARB2	0.473642	4.27e-10	6.89e-10
PTBP1	0.473624	4.27e-10	6.9e-10
ZCCHC3	0.473624	4.27e-10	6.9e-10
TRIP11	0.473588	4.29e-10	6.92e-10
FADD	0.47346	4.35e-10	7.01e-10
KTN1	0.473442	4.35e-10	7.02e-10
NUP62	0.473337	4.4e-10	7.09e-10
NRP2	0.473268	4.43e-10	7.14e-10
GOLT1B	0.473242	4.44e-10	7.16e-10
RBFA	0.472946	4.58e-10	7.37e-10
PDF	0.47283	4.63e-10	7.46e-10
PMM1	0.472812	4.64e-10	7.47e-10
TIAL1	0.472806	4.65e-10	7.47e-10
TOR1B	0.472764	4.66e-10	7.5e-10
PIGS	0.472737	4.68e-10	7.52e-10
MCAT	0.472662	4.71e-10	7.58e-10
CACTIN	0.472659	4.71e-10	7.58e-10
ABCB10	0.472609	4.74e-10	7.61e-10
PXN	0.472567	4.76e-10	7.64e-10
PPP1R14B	0.472477	4.8e-10	7.71e-10
NSUN4	0.472367	4.86e-10	7.8e-10
DNPH1	0.472328	4.87e-10	7.82e-10
TRIM4	0.472179	4.95e-10	7.94e-10
C8B	0.472104	4.99e-10	8e-10
PUM1	0.472089	4.99e-10	8.01e-10
RIC8A	0.472015	5.03e-10	8.06e-10
ISCU	0.472	5.04e-10	8.07e-10
POLR3E	0.471955	5.06e-10	8.11e-10
USP39	0.471818	5.13e-10	8.22e-10
UBE2V1	0.471471	5.31e-10	8.51e-10
HNRNPH2	0.471376	5.36e-10	8.59e-10
TOR4A	0.471325	5.39e-10	8.63e-10
PI4K2B	0.471289	5.41e-10	8.66e-10
DNAJC17	0.471229	5.44e-10	8.71e-10
TDP2	0.471113	5.51e-10	8.81e-10
COPS7B	0.471104	5.51e-10	8.81e-10
RARS	0.471059	5.54e-10	8.85e-10
PARK7	0.470997	5.57e-10	8.9e-10
LSG1	0.47039	5.92e-10	9.45e-10
CHID1	0.470322	5.96e-10	9.51e-10
AGPS	0.470208	6.02e-10	9.62e-10
CCDC9	0.469787	6.28e-10	1e-09
SRP54	0.469486	6.47e-10	1.03e-09
COPS3	0.469431	4.33e-10	6.98e-10
UTP14A	0.469426	6.51e-10	1.04e-09
STX5	0.469223	6.64e-10	1.06e-09
APTX	0.46864	4.67e-10	7.51e-10
PPP6R1	0.468363	7.22e-10	1.15e-09
PPIP5K2	0.468256	7.3e-10	1.16e-09
UQCRC1	0.46825	7.3e-10	1.16e-09
ASPG	0.468122	7.4e-10	1.18e-09
ARHGAP1	0.468101	7.41e-10	1.18e-09
PRKCSH	0.468065	4.93e-10	7.92e-10
RBM17	0.467966	7.51e-10	1.2e-09
RAB5A	0.467948	7.52e-10	1.2e-09
RBMX	0.467945	7.52e-10	1.2e-09
CAV2	0.467775	7.65e-10	1.22e-09
EGLN1	0.467596	7.78e-10	1.24e-09
AARS2	0.467587	7.79e-10	1.24e-09
NTHL1	0.46753	7.83e-10	1.25e-09
CUTA	0.467465	7.88e-10	1.25e-09
PRDX2	0.467369	7.96e-10	1.26e-09
PTPRF	0.467295	8.02e-10	1.27e-09
CBX4	0.46725	8.05e-10	1.28e-09
DOK3	0.46722	8.07e-10	1.28e-09
MOV10	0.467059	8.2e-10	1.3e-09
RABGAP1	0.467005	8.24e-10	1.31e-09
RASIP1	0.466978	8.27e-10	1.31e-09
RGS19	0.46685	8.37e-10	1.33e-09
CNOT3	0.466503	8.65e-10	1.37e-09
PXDN	0.466435	8.71e-10	1.38e-09
NEDD1	0.466283	8.84e-10	1.4e-09
NDUFAF6	0.465856	9.21e-10	1.46e-09
FGGY	0.465802	9.26e-10	1.47e-09
MRPS36	0.465539	9.49e-10	1.5e-09
MYH10	0.465423	9.6e-10	1.52e-09
ITGAM	0.465414	9.61e-10	1.52e-09
ANGPTL2	0.465324	9.69e-10	1.53e-09
GOPC	0.465184	9.82e-10	1.55e-09
UBA5	0.464936	1.01e-09	1.59e-09
SPPL2A	0.464858	1.01e-09	1.6e-09
ITPA	0.464808	1.02e-09	1.61e-09
PLD2	0.464491	1.05e-09	1.66e-09
PTPN1	0.464441	1.05e-09	1.67e-09
RBM3	0.464273	1.07e-09	1.69e-09
CAP1	0.464043	1.1e-09	1.73e-09
GTF3C5	0.463796	1.12e-09	1.77e-09
MBD1	0.463781	1.12e-09	1.77e-09
SGSH	0.463739	1.13e-09	1.78e-09
CDK12	0.463733	1.13e-09	1.78e-09
RABGGTA	0.463643	1.14e-09	1.79e-09
EIF6	0.463288	1.18e-09	1.85e-09
CMTR1	0.463091	1.2e-09	1.89e-09
TMEM259	0.463052	1.2e-09	1.9e-09
PPP1R7	0.462942	1.22e-09	1.91e-09
ACE	0.462912	1.22e-09	1.92e-09
EXOC6	0.462793	1.23e-09	1.94e-09
UBR5	0.462607	1.25e-09	1.97e-09
EMG1	0.462518	1.26e-09	1.99e-09
PDIA6	0.462467	1.27e-09	2e-09
MACF1	0.462437	1.27e-09	2e-09
EIF2B3	0.462318	1.29e-09	2.03e-09
CTTN	0.462118	1.31e-09	2.06e-09
BCLAF1	0.462043	1.32e-09	2.08e-09
PPM1B	0.461658	1.37e-09	2.15e-09
TOP1	0.461628	1.38e-09	2.16e-09
GDI2	0.461545	1.39e-09	2.18e-09
EIF3J	0.461542	1.39e-09	2.18e-09
CDC73	0.461503	1.39e-09	2.18e-09
IPO13	0.46113	1.44e-09	2.26e-09
CRLF3	0.46098	1.46e-09	2.29e-09
DBR1	0.460855	1.48e-09	2.32e-09
YWHAE	0.460539	1.52e-09	2.39e-09
UHRF1BP1L	0.460491	1.53e-09	2.4e-09
PEF1	0.460482	1.53e-09	2.4e-09
TMEM9	0.460467	1.53e-09	2.4e-09
WDR91	0.460452	1.53e-09	2.4e-09
RIOK3	0.460422	1.54e-09	2.41e-09
MRPL45	0.460407	1.54e-09	2.41e-09
TBP	0.460339	1.55e-09	2.43e-09
PRCP	0.460288	1.56e-09	2.44e-09
PHB2	0.459933	1.61e-09	2.52e-09
CHAMP1	0.459843	1.62e-09	2.54e-09
TMEM167A	0.459825	1.63e-09	2.54e-09
TAPBP	0.459727	1.64e-09	2.57e-09
PRPF6	0.459724	1.64e-09	2.57e-09
COL5A2	0.459583	1.66e-09	2.6e-09
TNS1	0.459464	1.68e-09	2.63e-09
AKAP8	0.459461	1.68e-09	2.63e-09
HTRA1	0.459442	1.12e-09	1.76e-09
CARS2	0.459428	1.69e-09	2.63e-09
FBN1	0.459335	1.7e-09	2.66e-09
OIT3	0.459192	1.72e-09	2.69e-09
RRP15	0.459019	1.75e-09	2.73e-09
FOXRED1	0.458783	1.79e-09	2.79e-09
SIN3A	0.458768	1.79e-09	2.8e-09
GBF1	0.458679	1.81e-09	2.82e-09
ITIH1	0.458607	1.82e-09	2.84e-09
DPH2	0.45841	1.85e-09	2.89e-09
TROVE2	0.45841	1.85e-09	2.89e-09
POLR2H	0.458401	1.85e-09	2.89e-09
MMRN2	0.458383	1.86e-09	2.89e-09
AHNAK2	0.458315	1.24e-09	1.95e-09
THOC3	0.458219	1.89e-09	2.94e-09
MAP3K2	0.458102	1.91e-09	2.97e-09
RAB21	0.458016	1.92e-09	2.99e-09
SEC22A	0.457971	1.93e-09	3e-09
UGGT1	0.457679	1.98e-09	3.08e-09
HNRNPL	0.457374	2.04e-09	3.17e-09
PSMD10	0.45727	2.06e-09	3.2e-09
NUP37	0.457195	2.07e-09	3.22e-09
MIER1	0.457192	2.07e-09	3.22e-09
MRPS27	0.457156	2.08e-09	3.23e-09
COQ3	0.457129	2.08e-09	3.24e-09
MSRB2	0.457037	2.1e-09	3.26e-09
WTAP	0.456855	2.14e-09	3.32e-09
CDC16	0.456834	2.14e-09	3.32e-09
NDUFS2	0.456598	2.19e-09	3.39e-09
SETMAR	0.456514	2.2e-09	3.42e-09
IFT122	0.456478	2.21e-09	3.43e-09
THEM4	0.45641	2.23e-09	3.45e-09
METTL15	0.456407	2.23e-09	3.45e-09
PPP2R5C	0.456401	2.23e-09	3.45e-09
NDC1	0.456284	2.25e-09	3.49e-09
DIDO1	0.45615	2.28e-09	3.53e-09
